Company: DE
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2023-11-22   57.76      54.32     
2023-12-06   63.31      55.53     
2023-12-21   58.21      60.01     
2024-01-04   57.80      62.46     
2024-01-22   53.61      55.72     
2024-02-06   52.78      61.53     
2024-02-20   63.85      52.98     
2024-03-06   62.44      59.21     
2024-03-20   62.22      66.08     
2024-04-03   58.40      63.42     
2024-04-18   64.84      55.55     
2024-05-02   63.62      58.23     
2024-05-16   58.68      68.93     
2024-05-30   56.39      64.00     
2024-06-14   56.23      59.01     
2024-06-28   57.91      57.70     
2024-07-15   61.66      57.16     
2024-07-30   65.20      58.79     
2024-08-13   62.64      61.34     
2024-08-27   63.34      68.15     
2024-09-10   65.67      64.96     
2024-09-25   61.76      67.56     
2024-10-09   60.18      65.73     
2024-10-23   55.94      64.94     
2024-11-06   59.97      67.09     
2024-12-17   N/A        59.73     

Company: UNH
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   489.57     541.52    
2023-01-05   485.79     507.62    
2023-01-23   495.35     425.55    
2023-02-07   475.94     415.39    
2023-02-21   464.58     482.38    
2023-03-08   472.58     471.49    
2023-03-22   521.19     436.36    
2023-04-05   482.95     465.93    
2023-04-19   490.07     514.37    
2023-05-04   480.83     505.27    
2023-05-18   490.23     512.87    
2023-06-01   477.00     479.86    
2023-06-16   463.05     433.09    
2023-06-30   508.68     483.41    
2023-07-17   510.74     417.84    
2023-08-01   497.68     519.14    
2023-08-15   480.81     528.91    
2023-08-29   480.66     515.95    
2023-09-12   509.47     488.91    
2023-09-27   536.65     507.70    
2023-10-11   535.56     531.49    
2023-10-25   540.46     526.31    
2023-11-08   534.98     549.75    
2023-11-22   549.01     581.70    
2023-12-06   524.90     578.37    
2023-12-21   521.51     545.37    
2024-01-04   504.54     550.52    
2024-01-22   517.64     529.18    
2024-02-06   513.42     450.03    
2024-02-20   489.35     522.64    
2024-03-06   492.31     499.05    
2024-03-20   450.05     500.41    
2024-04-03   487.30     402.00    
2024-04-18   503.21     437.28    
2024-05-02   521.35     522.61    
2024-05-16   501.92     535.74    
2024-05-30   482.59     503.60    
2024-06-14   489.34     514.37    
2024-06-28   558.53     426.08    
2024-07-15   569.96     528.42    
2024-07-30   578.78     599.43    
2024-08-13   598.68     597.37    
2024-08-27   577.96     556.79    
2024-09-10   583.30     503.60    
2024-09-25   556.29     534.68    
2024-10-09   562.13     516.79    
2024-10-23   614.67     493.11    
2024-11-06   606.79     613.27    
2024-12-17   N/A        505.63    

Company: GS
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   374.00     322.38    
2023-01-05   357.46     363.96    
2023-01-23   374.02     404.01    
2023-02-07   351.65     338.16    
2023-02-21   322.15     340.31    
2023-03-08   318.44     330.83    
2023-03-22   330.24     378.56    
2023-04-05   336.56     335.13    
2023-04-19   322.55     320.86    
2023-05-04   319.81     353.54    
2023-05-18   335.47     341.46    
2023-06-01   314.71     315.84    
2023-06-16   316.47     345.28    
2023-06-30   358.93     364.07    
2023-07-17   355.56     346.15    
2023-08-01   322.06     329.79    
2023-08-15   323.75     349.45    
2023-08-29   341.89     339.99    
2023-09-12   306.12     326.01    
2023-09-27   309.36     337.42    
2023-10-11   303.61     322.18    
2023-10-25   338.72     325.76    
2023-11-08   340.26     325.51    
2023-11-22   362.73     349.98    
2023-12-06   386.41     333.71    
2023-12-21   377.75     376.02    
2024-01-04   380.56     367.71    
2024-01-22   392.64     402.21    
2024-02-06   390.81     426.47    
2024-02-20   388.18     410.79    
2024-03-06   406.18     417.66    
2024-03-20   400.76     421.81    
2024-04-03   423.04     423.24    
2024-04-18   446.95     431.61    
2024-05-02   462.38     448.95    
2024-05-16   458.10     468.17    
2024-05-30   450.18     401.68    
2024-06-14   464.82     422.82    
2024-06-28   487.04     420.33    
2024-07-15   459.02     458.18    
2024-07-30   504.68     529.78    
2024-08-13   487.46     447.69    
2024-08-27   485.39     541.96    
2024-09-10   490.17     480.80    
2024-09-25   522.38     465.23    
2024-10-09   524.28     514.38    
2024-10-23   592.59     516.77    
2024-11-06   605.50     534.61    
2024-12-17   N/A        497.18    

Company: PAYX
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   120.31     106.78    
2023-01-05   114.69     126.34    
2023-01-23   115.51     123.86    
2023-02-07   110.40     109.93    
2023-02-21   108.24     108.27    
2023-03-08   108.98     115.71    
2023-03-22   108.41     112.58    
2023-04-05   105.37     110.46    
2023-04-19   108.62     110.17    
2023-05-04   108.33     109.51    
2023-05-18   110.96     106.32    
2023-06-01   108.38     102.79    
2023-06-16   116.48     120.55    
2023-06-30   125.25     115.94    
2023-07-17   125.07     117.35    
2023-08-01   120.57     127.97    
2023-08-15   121.37     130.52    
2023-08-29   116.15     127.82    
2023-09-12   114.24     125.68    
2023-09-27   119.14     104.87    
2023-10-11   111.05     117.57    
2023-10-25   116.26     121.31    
2023-11-08   121.15     112.54    
2023-11-22   128.12     120.57    
2023-12-06   119.50     122.52    
2023-12-21   119.72     128.71    
2024-01-04   121.36     122.83    
2024-01-22   122.10     126.00    
2024-02-06   122.90     118.15    
2024-02-20   122.65     124.98    
2024-03-06   119.58     124.34    
2024-03-20   124.52     123.81    
2024-04-03   122.52     113.64    
2024-04-18   121.19     116.69    
2024-05-02   126.98     115.82    
2024-05-16   121.83     127.04    
2024-05-30   125.96     119.85    
2024-06-14   116.17     128.01    
2024-06-28   122.98     127.36    
2024-07-15   124.70     120.63    
2024-07-30   125.21     125.97    
2024-08-13   131.93     126.49    
2024-08-27   134.93     132.55    
2024-09-10   140.79     136.93    
2024-09-25   142.30     140.16    
2024-10-09   141.87     135.52    
2024-10-23   148.00     129.21    
2024-11-06   146.19     130.35    
2024-12-17   N/A        125.46    

Company: SBUX
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   107.23     97.91     
2023-01-05   108.40     113.25    
2023-01-23   108.52     110.15    
2023-02-07   102.09     109.74    
2023-02-21   99.46      106.70    
2023-03-08   98.72      108.60    
2023-03-22   105.60     102.10    
2023-04-05   111.47     113.36    
2023-04-19   106.97     110.44    
2023-05-04   99.61      104.05    
2023-05-18   99.15      110.05    
2023-06-01   98.34      98.73     
2023-06-16   99.13      101.29    
2023-06-30   102.78     97.25     
2023-07-17   101.74     106.43    
2023-08-01   96.46      109.07    
2023-08-15   96.84      102.85    
2023-08-29   95.29      89.20     
2023-09-12   89.48      92.32     
2023-09-27   94.18      91.43     
2023-10-11   92.24      91.19     
2023-10-25   105.60     93.00     
2023-11-08   99.85      110.70    
2023-11-22   98.11      109.38    
2023-12-06   95.93      92.72     
2023-12-21   91.98      91.74     
2024-01-04   93.80      94.64     
2024-01-22   95.47      93.10     
2024-02-06   94.13      94.38     
2024-02-20   92.40      95.24     
2024-03-06   90.36      92.84     
2024-03-20   85.95      90.67     
2024-04-03   88.75      89.22     
2024-04-18   73.50      81.52     
2024-05-02   80.72      82.99     
2024-05-16   81.47      78.48     
2024-05-30   79.91      79.59     
2024-06-14   74.57      82.85     
2024-06-28   76.55      82.39     
2024-07-15   73.86      74.59     
2024-07-30   92.30      78.27     
2024-08-13   93.18      77.97     
2024-08-27   96.44      93.49     
2024-09-10   97.43      91.78     
2024-09-25   95.04      90.21     
2024-10-09   97.39      98.15     
2024-10-23   98.80      97.04     
2024-11-06   100.68     94.07     
2024-12-17   N/A        108.87    

Company: IBM
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   145.89     144.58    
2023-01-05   135.30     147.47    
2023-01-23   137.35     146.60    
2023-02-07   129.30     141.40    
2023-02-21   124.65     136.99    
2023-03-08   129.34     130.31    
2023-03-22   128.54     123.40    
2023-04-05   125.85     132.61    
2023-04-19   122.02     127.17    
2023-05-04   125.68     123.38    
2023-05-18   134.41     125.17    
2023-06-01   129.43     129.25    
2023-06-16   132.90     141.43    
2023-06-30   139.54     137.60    
2023-07-17   146.18     138.05    
2023-08-01   142.28     148.15    
2023-08-15   148.13     149.13    
2023-08-29   146.52     152.01    
2023-09-12   140.39     147.66    
2023-09-27   140.32     150.18    
2023-10-11   144.64     145.09    
2023-10-25   150.41     143.60    
2023-11-08   156.41     151.75    
2023-11-22   163.62     152.23    
2023-12-06   163.75     165.45    
2023-12-21   165.80     158.72    
2024-01-04   187.14     160.52    
2024-01-22   186.16     173.43    
2024-02-06   184.87     193.29    
2024-02-20   197.78     183.77    
2024-03-06   188.50     192.73    
2024-03-20   186.04     181.91    
2024-04-03   184.10     188.24    
2024-04-18   169.90     168.98    
2024-05-02   173.69     179.50    
2024-05-16   168.20     166.88    
2024-05-30   172.46     172.68    
2024-06-14   177.64     166.11    
2024-06-28   184.15     176.51    
2024-07-15   183.31     177.98    
2024-07-30   194.73     180.18    
2024-08-13   201.28     190.66    
2024-08-27   214.13     212.79    
2024-09-10   219.35     216.66    
2024-09-25   232.96     220.06    
2024-10-09   210.43     217.68    
2024-10-23   210.86     201.77    
2024-11-06   228.83     213.84    
2024-12-17   N/A        226.28    

Company: MO
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   45.62      47.14     
2023-01-05   44.50      47.33     
2023-01-23   47.85      45.95     
2023-02-07   46.43      47.57     
2023-02-21   46.74      47.99     
2023-03-08   44.36      47.53     
2023-03-22   44.83      49.37     
2023-04-05   46.69      44.69     
2023-04-19   45.94      46.77     
2023-05-04   44.95      47.99     
2023-05-18   45.36      46.49     
2023-06-01   43.42      44.60     
2023-06-16   44.95      44.60     
2023-06-30   45.60      45.06     
2023-07-17   44.12      46.76     
2023-08-01   42.73      46.87     
2023-08-15   44.09      43.43     
2023-08-29   43.06      43.66     
2023-09-12   41.13      44.56     
2023-09-27   43.19      41.78     
2023-10-11   40.17      43.09     
2023-10-25   40.22      42.32     
2023-11-08   41.76      41.25     
2023-11-22   42.02      41.32     
2023-12-06   40.18      41.74     
2023-12-21   41.34      41.74     
2024-01-04   40.53      41.77     
2024-01-22   40.55      41.28     
2024-02-06   40.90      41.31     
2024-02-20   43.05      41.06     
2024-03-06   43.12      40.62     
2024-03-20   41.68      42.65     
2024-04-03   42.92      42.88     
2024-04-18   44.29      41.75     
2024-05-02   46.32      44.01     
2024-05-16   46.69      45.62     
2024-05-30   45.74      46.97     
2024-06-14   46.02      47.25     
2024-06-28   49.40      46.70     
2024-07-15   49.35      48.42     
2024-07-30   51.32      51.25     
2024-08-13   54.07      52.50     
2024-08-27   50.50      52.95     
2024-09-10   50.93      49.97     
2024-09-25   49.90      50.39     
2024-10-09   49.95      50.88     
2024-10-23   54.44      50.47     
2024-11-06   57.59      53.94     
2024-12-17   N/A        58.94     

Company: COST
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   485.25     479.80    
2023-01-05   503.28     477.75    
2023-01-23   506.45     478.79    
2023-02-07   484.18     501.46    
2023-02-21   481.92     557.63    
2023-03-08   486.77     506.18    
2023-03-22   489.35     476.22    
2023-04-05   494.66     482.86    
2023-04-19   499.66     513.38    
2023-05-04   482.76     538.39    
2023-05-18   520.09     480.14    
2023-06-01   524.44     493.61    
2023-06-16   527.01     577.24    
2023-06-30   563.93     555.02    
2023-07-17   558.41     537.84    
2023-08-01   543.21     538.51    
2023-08-15   544.73     591.68    
2023-08-29   564.35     525.52    
2023-09-12   565.04     595.38    
2023-09-27   574.34     526.50    
2023-10-11   552.44     559.29    
2023-10-25   590.80     523.26    
2023-11-08   587.86     553.23    
2023-11-22   642.00     569.94    
2023-12-06   663.10     589.07    
2023-12-21   683.24     702.04    
2024-01-04   694.01     663.00    
2024-01-22   722.41     725.53    
2024-02-06   744.71     655.23    
2024-02-20   736.88     780.22    
2024-03-06   730.98     839.75    
2024-03-20   722.58     666.39    
2024-04-03   723.89     712.59    
2024-04-18   763.41     770.77    
2024-05-02   801.86     781.57    
2024-05-16   842.64     823.46    
2024-05-30   848.31     864.81    
2024-06-14   880.84     870.50    
2024-06-28   847.42     882.84    
2024-07-15   801.83     950.00    
2024-07-30   872.35     872.20    
2024-08-13   878.57     864.77    
2024-08-27   897.27     889.51    
2024-09-10   877.38     923.97    
2024-09-25   894.61     819.50    
2024-10-09   886.99     924.82    
2024-10-23   932.38     924.23    
2024-11-06   971.50     965.79    
2024-12-17   N/A        775.55    

Company: JNJ
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   173.43     166.29    
2023-01-05   162.00     166.49    
2023-01-23   162.75     176.13    
2023-02-07   153.26     167.66    
2023-02-21   153.92     163.46    
2023-03-08   151.82     153.09    
2023-03-22   163.92     148.93    
2023-04-05   162.62     162.29    
2023-04-19   161.65     163.65    
2023-05-04   156.66     169.56    
2023-05-18   160.26     165.65    
2023-06-01   165.48     155.05    
2023-06-16   159.51     174.65    
2023-06-30   171.08     167.90    
2023-07-17   173.10     160.58    
2023-08-01   167.35     163.01    
2023-08-15   160.68     169.72    
2023-08-29   162.20     134.94    
2023-09-12   155.34     166.08    
2023-09-27   156.09     160.68    
2023-10-11   148.34     161.04    
2023-10-25   147.66     146.53    
2023-11-08   152.11     152.74    
2023-11-22   155.79     151.72    
2023-12-06   156.58     164.25    
2023-12-21   162.39     158.50    
2024-01-04   159.36     173.53    
2024-01-22   157.85     167.35    
2024-02-06   160.98     161.51    
2024-02-20   162.74     159.80    
2024-03-06   155.77     165.62    
2024-03-20   150.20     161.61    
2024-04-03   148.53     164.19    
2024-04-18   148.95     138.83    
2024-05-02   153.50     150.36    
2024-05-16   146.42     155.63    
2024-05-30   148.75     138.59    
2024-06-14   145.48     144.00    
2024-06-28   154.24     145.01    
2024-07-15   161.25     147.43    
2024-07-30   159.63     169.83    
2024-08-13   167.16     166.26    
2024-08-27   167.07     170.55    
2024-09-10   161.99     171.22    
2024-09-25   164.10     163.84    
2024-10-09   160.09     162.89    
2024-10-23   152.64     167.92    
2024-11-06   154.52     159.00    
2024-12-17   N/A        156.27    

Company: UPS
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   182.15     178.32    
2023-01-05   176.97     174.84    
2023-01-23   187.41     177.97    
2023-02-07   182.49     197.72    
2023-02-21   185.06     171.10    
2023-03-08   187.73     191.34    
2023-03-22   189.85     163.85    
2023-04-05   172.57     204.05    
2023-04-19   171.57     199.34    
2023-05-04   167.72     177.99    
2023-05-18   171.48     170.26    
2023-06-01   169.29     167.68    
2023-06-16   181.33     173.92    
2023-06-30   188.34     177.43    
2023-07-17   182.15     185.08    
2023-08-01   168.49     179.21    
2023-08-15   163.97     168.40    
2023-08-29   158.01     170.55    
2023-09-12   153.75     160.37    
2023-09-27   157.18     132.82    
2023-10-11   141.25     152.70    
2023-10-25   143.17     148.52    
2023-11-08   152.29     149.44    
2023-11-22   157.25     152.59    
2023-12-06   157.31     155.99    
2023-12-21   158.31     161.32    
2024-01-04   158.02     144.28    
2024-01-22   147.45     149.29    
2024-02-06   148.27     163.10    
2024-02-20   157.38     156.11    
2024-03-06   143.79     150.70    
2024-03-20   147.26     139.70    
2024-04-03   146.62     147.59    
2024-04-18   147.77     150.31    
2024-05-02   143.77     150.14    
2024-05-16   137.56     145.74    
2024-05-30   136.60     142.56    
2024-06-14   135.53     138.14    
2024-06-28   145.18     141.11    
2024-07-15   126.02     148.08    
2024-07-30   128.95     134.95    
2024-08-13   127.50     125.19    
2024-08-27   130.65     129.83    
2024-09-10   133.27     130.68    
2024-09-25   133.80     130.56    
2024-10-09   134.31     134.90    
2024-10-23   130.14     133.80    
2024-11-06   134.96     135.76    
2024-12-17   N/A        133.32    

Company: PSA
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   290.87     300.50    
2023-01-05   298.89     236.75    
2023-01-23   302.50     315.05    
2023-02-07   298.95     320.88    
2023-02-21   287.64     312.40    
2023-03-08   282.00     298.68    
2023-03-22   313.15     300.21    
2023-04-05   288.63     317.50    
2023-04-19   300.01     318.21    
2023-05-04   283.39     309.64    
2023-05-18   290.22     306.99    
2023-06-01   283.58     305.77    
2023-06-16   290.91     303.84    
2023-06-30   295.65     292.08    
2023-07-17   283.01     313.24    
2023-08-01   273.25     308.63    
2023-08-15   271.19     283.88    
2023-08-29   270.37     255.74    
2023-09-12   255.71     255.75    
2023-09-27   273.02     265.87    
2023-10-11   238.71     293.51    
2023-10-25   260.00     267.07    
2023-11-08   257.90     265.93    
2023-11-22   282.55     266.35    
2023-12-06   307.80     259.22    
2023-12-21   295.03     305.71    
2024-01-04   289.81     313.80    
2024-01-22   281.34     315.65    
2024-02-06   279.58     286.98    
2024-02-20   290.56     244.89    
2024-03-06   275.29     281.56    
2024-03-20   275.85     291.57    
2024-04-03   262.17     245.75    
2024-04-18   269.02     260.94    
2024-05-02   283.01     258.21    
2024-05-16   276.14     295.95    
2024-05-30   291.05     257.54    
2024-06-14   290.44     273.17    
2024-06-28   304.42     289.13    
2024-07-15   303.66     286.59    
2024-07-30   323.08     310.97    
2024-08-13   341.68     321.12    
2024-08-27   357.57     353.74    
2024-09-10   360.06     312.81    
2024-09-25   344.99     327.87    
2024-10-09   331.26     345.16    
2024-10-23   330.24     309.73    
2024-11-06   350.04     320.59    
2024-12-17   N/A        337.74    

Company: EL
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   267.22     243.77    
2023-01-05   271.21     254.04    
2023-01-23   255.29     282.67    
2023-02-07   243.05     241.18    
2023-02-21   240.42     247.46    
2023-03-08   240.43     244.27    
2023-03-22   247.05     239.75    
2023-04-05   240.84     246.89    
2023-04-19   201.19     248.36    
2023-05-04   189.89     231.72    
2023-05-18   181.13     199.80    
2023-06-01   191.94     189.46    
2023-06-16   193.20     203.25    
2023-06-30   177.04     206.13    
2023-07-17   170.15     189.31    
2023-08-01   150.90     188.55    
2023-08-15   161.07     173.13    
2023-08-29   152.01     156.76    
2023-09-12   141.06     161.47    
2023-09-27   142.67     141.14    
2023-10-11   128.87     141.27    
2023-10-25   122.82     138.70    
2023-11-08   125.60     127.52    
2023-11-22   143.03     121.08    
2023-12-06   147.55     133.04    
2023-12-21   134.81     147.85    
2024-01-04   135.51     137.12    
2024-01-22   145.91     130.09    
2024-02-06   148.51     151.52    
2024-02-20   152.08     142.91    
2024-03-06   139.31     145.96    
2024-03-20   144.87     146.40    
2024-04-03   147.36     148.24    
2024-04-18   129.53     138.16    
2024-05-02   130.77     135.89    
2024-05-16   123.51     138.28    
2024-05-30   113.85     127.04    
2024-06-14   106.50     119.89    
2024-06-28   101.04     110.21    
2024-07-15   92.20      103.68    
2024-07-30   92.85      101.99    
2024-08-13   92.53      88.44     
2024-08-27   88.10      93.90     
2024-09-10   97.24      85.46     
2024-09-25   91.43      91.27     
2024-10-09   88.75      94.10     
2024-10-23   62.74      88.20     
2024-11-06   73.18      67.93     
2024-12-17   N/A        76.69     

Company: EQIX
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   721.89     669.68    
2023-01-05   724.86     671.48    
2023-01-23   738.87     712.86    
2023-02-07   688.27     748.92    
2023-02-21   691.47     715.72    
2023-03-08   683.05     686.48    
2023-03-22   711.04     679.49    
2023-04-05   706.75     685.75    
2023-04-19   750.29     711.48    
2023-05-04   675.18     700.35    
2023-05-18   750.30     761.29    
2023-06-01   746.11     768.58    
2023-06-16   783.45     802.01    
2023-06-30   819.10     797.65    
2023-07-17   774.27     819.45    
2023-08-01   745.74     843.55    
2023-08-15   768.56     814.49    
2023-08-29   756.24     826.66    
2023-09-12   701.18     792.99    
2023-09-27   742.92     676.66    
2023-10-11   729.64     751.21    
2023-10-25   786.03     640.44    
2023-11-08   808.31     806.58    
2023-11-22   809.61     863.78    
2023-12-06   814.09     834.93    
2023-12-21   815.02     830.80    
2024-01-04   831.76     822.98    
2024-01-22   849.98     843.18    
2024-02-06   873.05     869.72    
2024-02-20   892.81     851.30    
2024-03-06   800.07     935.65    
2024-03-20   775.97     963.89    
2024-04-03   756.84     840.84    
2024-04-18   692.71     760.53    
2024-05-02   781.46     632.32    
2024-05-16   762.83     850.16    
2024-05-30   765.00     795.44    
2024-06-14   756.92     834.16    
2024-06-28   798.86     727.71    
2024-07-15   768.24     891.40    
2024-07-30   830.38     783.23    
2024-08-13   832.15     850.80    
2024-08-27   864.33     818.45    
2024-09-10   883.00     901.06    
2024-09-25   878.03     937.04    
2024-10-09   905.91     905.86    
2024-10-23   903.02     940.46    
2024-11-06   978.26     935.31    
2024-12-17   N/A        815.06    

Company: SCHW
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   82.98      83.86     
2023-01-05   75.50      85.55     
2023-01-23   80.42      85.94     
2023-02-07   77.92      84.10     
2023-02-21   56.68      79.39     
2023-03-08   53.85      76.76     
2023-03-22   51.92      38.20     
2023-04-05   50.60      58.18     
2023-04-19   47.55      53.84     
2023-05-04   52.08      53.04     
2023-05-18   55.03      52.95     
2023-06-01   53.17      54.48     
2023-06-16   57.83      53.98     
2023-06-30   66.56      56.64     
2023-07-17   65.97      59.22     
2023-08-01   59.40      64.69     
2023-08-15   59.68      63.70     
2023-08-29   57.73      58.69     
2023-09-12   51.30      60.67     
2023-09-27   53.69      53.67     
2023-10-11   52.04      53.73     
2023-10-25   54.79      50.98     
2023-11-08   59.61      56.55     
2023-11-22   66.30      57.80     
2023-12-06   69.55      63.68     
2023-12-21   65.23      69.32     
2024-01-04   63.94      67.80     
2024-01-22   64.50      66.22     
2024-02-06   65.35      62.70     
2024-02-20   66.50      65.01     
2024-03-06   71.00      67.07     
2024-03-20   71.10      68.45     
2024-04-03   75.19      75.52     
2024-04-18   76.40      67.37     
2024-05-02   75.27      81.77     
2024-05-16   74.25      79.89     
2024-05-30   73.34      69.14     
2024-06-14   73.24      75.58     
2024-06-28   64.75      75.13     
2024-07-15   62.29      79.15     
2024-07-30   65.58      62.32     
2024-08-13   64.79      62.60     
2024-08-27   63.84      65.92     
2024-09-10   63.91      63.99     
2024-09-25   71.96      65.90     
2024-10-09   71.89      65.25     
2024-10-23   78.19      73.43     
2024-11-06   82.25      66.99     
2024-12-17   N/A        82.55     

Company: MSFT
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   239.23     256.02    
2023-01-05   242.71     182.34    
2023-01-23   271.32     227.73    
2023-02-07   249.42     273.62    
2023-02-21   260.79     275.29    
2023-03-08   275.23     235.75    
2023-03-22   283.49     299.37    
2023-04-05   295.37     299.33    
2023-04-19   312.31     292.82    
2023-05-04   313.85     327.16    
2023-05-18   325.26     321.90    
2023-06-01   335.02     304.81    
2023-06-16   331.83     339.89    
2023-06-30   345.11     338.42    
2023-07-17   330.11     346.55    
2023-08-01   321.88     306.97    
2023-08-15   333.55     297.15    
2023-08-29   328.65     289.58    
2023-09-12   313.39     326.38    
2023-09-27   332.06     291.26    
2023-10-11   338.11     337.00    
2023-10-25   370.27     306.15    
2023-11-08   378.85     366.92    
2023-11-22   374.37     321.50    
2023-12-06   375.28     384.63    
2023-12-21   388.47     363.34    
2024-01-04   409.72     390.02    
2024-01-22   415.26     388.00    
2024-02-06   407.48     424.42    
2024-02-20   415.28     454.10    
2024-03-06   421.65     426.52    
2024-03-20   423.26     441.00    
2024-04-03   409.06     424.31    
2024-04-18   410.54     428.12    
2024-05-02   430.52     430.79    
2024-05-16   424.52     453.90    
2024-05-30   449.78     398.38    
2024-06-14   466.24     416.33    
2024-06-28   442.94     357.57    
2024-07-15   395.15     375.93    
2024-07-30   421.53     362.01    
2024-08-13   409.44     450.48    
2024-08-27   435.15     425.54    
2024-09-10   420.69     478.22    
2024-09-25   418.74     372.09    
2024-10-09   431.95     420.54    
2024-10-23   423.03     440.67    
2024-11-06   427.99     414.07    
2024-12-17   N/A        429.91    

Company: CCI
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   150.86     132.07    
2023-01-05   144.75     145.65    
2023-01-23   141.74     151.47    
2023-02-07   130.75     152.30    
2023-02-21   131.15     128.05    
2023-03-08   127.49     135.26    
2023-03-22   133.75     131.49    
2023-04-05   120.14     134.71    
2023-04-19   118.95     134.07    
2023-05-04   110.92     121.57    
2023-05-18   115.56     115.19    
2023-06-01   109.44     113.32    
2023-06-16   115.15     115.77    
2023-06-30   111.47     112.98    
2023-07-17   103.85     113.86    
2023-08-01   99.24      108.75    
2023-08-15   99.99      105.21    
2023-08-29   96.97      102.93    
2023-09-12   88.44      100.21    
2023-09-27   93.40      93.32     
2023-10-11   92.98      93.66     
2023-10-25   101.37     88.69     
2023-11-08   115.98     96.75     
2023-11-22   116.76     104.11    
2023-12-06   116.11     121.64    
2023-12-21   112.71     114.05    
2024-01-04   108.95     114.14    
2024-01-22   108.19     108.86    
2024-02-06   105.64     106.47    
2024-02-20   110.97     109.52    
2024-03-06   101.93     111.84    
2024-03-20   97.70      105.14    
2024-04-03   95.44      103.66    
2024-04-18   97.31      97.69     
2024-05-02   100.22     96.21     
2024-05-16   101.64     103.74    
2024-05-30   96.50      103.64    
2024-06-14   96.62      102.07    
2024-06-28   103.94     99.13     
2024-07-15   110.77     102.29    
2024-07-30   109.50     108.34    
2024-08-13   113.35     109.92    
2024-08-27   119.54     112.58    
2024-09-10   119.11     119.00    
2024-09-25   114.30     120.58    
2024-10-09   106.61     111.01    
2024-10-23   102.25     109.19    
2024-11-06   106.30     108.16    
2024-12-17   N/A        105.90    

Company: CAT
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   258.46     196.79    
2023-01-05   261.50     227.89    
2023-01-23   248.15     271.60    
2023-02-07   239.55     279.89    
2023-02-21   225.67     242.34    
2023-03-08   220.16     245.17    
2023-03-22   220.50     253.75    
2023-04-05   216.19     222.14    
2023-04-19   213.17     231.10    
2023-05-04   209.70     203.36    
2023-05-18   234.45     220.16    
2023-06-01   234.44     211.51    
2023-06-16   248.81     239.39    
2023-06-30   259.37     245.44    
2023-07-17   281.65     260.50    
2023-08-01   272.75     270.92    
2023-08-15   281.63     294.59    
2023-08-29   279.67     271.59    
2023-09-12   268.97     284.30    
2023-09-27   272.65     273.24    
2023-10-11   226.05     271.29    
2023-10-25   247.86     267.08    
2023-11-08   249.45     261.93    
2023-11-22   267.97     246.04    
2023-12-06   296.88     249.80    
2023-12-21   290.41     303.12    
2024-01-04   303.25     273.87    
2024-01-22   321.63     292.75    
2024-02-06   327.63     309.44    
2024-02-20   337.24     325.33    
2024-03-06   356.39     348.26    
2024-03-20   372.07     361.85    
2024-04-03   363.52     397.39    
2024-04-18   344.50     392.80    
2024-05-02   355.94     353.68    
2024-05-16   328.29     369.02    
2024-05-30   327.84     362.80    
2024-06-14   329.06     338.76    
2024-06-28   347.87     300.42    
2024-07-15   316.80     359.42    
2024-07-30   344.65     335.99    
2024-08-13   340.24     349.10    
2024-08-27   353.69     364.01    
2024-09-10   392.39     339.17    
2024-09-25   387.99     385.08    
2024-10-09   387.51     337.67    
2024-10-23   393.01     327.11    
2024-11-06   407.83     369.41    
2024-12-17   N/A        336.77    

Company: AMGN
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   271.73     262.12    
2023-01-05   251.59     273.93    
2023-01-23   243.66     258.45    
2023-02-07   231.66     257.30    
2023-02-21   230.58     236.42    
2023-03-08   238.48     211.20    
2023-03-22   249.50     238.32    
2023-04-05   238.80     245.50    
2023-04-19   234.11     249.72    
2023-05-04   221.32     217.72    
2023-05-18   220.76     232.65    
2023-06-01   227.11     216.84    
2023-06-16   224.73     227.95    
2023-06-30   235.42     232.28    
2023-07-17   252.94     228.21    
2023-08-01   260.70     214.09    
2023-08-15   254.01     267.12    
2023-08-29   264.31     255.22    
2023-09-12   261.01     257.55    
2023-09-27   284.42     273.99    
2023-10-11   255.70     270.33    
2023-10-25   270.02     282.41    
